Year_Factor,State_Factor,building_class,facility_type,floor_area,year_built,energy_star_rating,ELEVATION,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,cooling_degree_days,heating_degree_days,precipitation_inches,snowfall_inches,snowdepth_inches,avg_temp,days_below_30F,days_below_20F,days_below_10F,days_below_0F,days_above_80F,days_above_90F,days_above_100F,days_above_110F,direction_max_wind_speed,direction_peak_wind_speed,max_wind_speed,days_with_fog,site_eui,id
1,State_1,Commercial,Warehouse_Distribution_or_Shipping_center,65998.0,1979.0,51.0,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,1.0,1.0,,31.28368441,10
1,State_1,Commercial,Office_Uncategorized,100000.0,1927.0,81.0,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,1.0,1.0,,54.89753724,11
1,State_1,Commercial,Warehouse_Nonrefrigerated,128320.0,1960.0,29.0,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,1.0,1.0,,79.3,12
1,State_1,Commercial,Data_Center,616793.0,1955.0,13.0,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,1.0,1.0,,608.8395194,13
1,State_1,Commercial,Commercial_Other,53000.0,1924.0,,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,1.0,1.0,,2.69941313,14
1,State_1,Commercial,Office_Uncategorized,90045.0,,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,24.6,15
1,State_1,Commercial,Office_Uncategorized,74055.0,1949.0,93.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,31.98367393,16
1,State_1,Commercial,Office_Uncategorized,128800.0,1926.0,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,33.58037129,17
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,91619.0,1914.0,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,58.97889662,18
1,State_1,Commercial,Office_Medical_non_diagnostic,53280.0,1973.0,59.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,66.77932779,19
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,217710.0,1900.0,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,76.86879707,20
1,State_1,Commercial,Office_Uncategorized,68538.0,1913.0,82.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,80.09880081,21
1,State_1,Commercial,Office_Uncategorized,90669.0,1962.0,53.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,94.47290216,22
1,State_1,Commercial,Commercial_Other,196000.0,1989.0,60.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,152.29039,23
1,State_1,Commercial,Grocery_store_or_food_market,67346.0,1967.0,26.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,287.8634479,24
1,State_1,Commercial,Grocery_store_or_food_market,124196.0,1954.0,44.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,241.932986,25
1,State_1,Commercial,Grocery_store_or_food_market,70320.0,1986.0,55.0,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,1.0,,1.0,12.0,264.0687222,26
1,State_1,Commercial,Warehouse_Nonrefrigerated,195487.0,1942.0,100.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,3.9,27
1,State_1,Commercial,Office_Uncategorized,64000.0,1906.0,100.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,16.19866457,28
1,State_1,Commercial,Education_College_or_university,99522.0,1912.0,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,24.79252489,29
1,State_1,Commercial,Office_Uncategorized,108000.0,1902.0,98.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,33.69348454,30
1,State_1,Commercial,Office_Uncategorized,151785.0,1927.0,99.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,34.58527435,31
1,State_1,Commercial,Education_College_or_university,115000.0,1920.0,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,35.09073134,32
1,State_1,Commercial,Office_Uncategorized,174765.0,1905.0,86.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,44.42611124,33
1,State_1,Commercial,Warehouse_Distribution_or_Shipping_center,55000.0,1997.0,25.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,44.69769144,34
1,State_1,Commercial,Office_Uncategorized,78389.0,1909.0,94.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,45.18292986,35
1,State_1,Commercial,Office_Uncategorized,191204.0,1927.0,74.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,50.23459615,36
1,State_1,Commercial,Office_Uncategorized,55853.0,2002.0,96.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,56.86854705,37
1,State_1,Commercial,Office_Uncategorized,239133.0,1979.0,93.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,58.9991167,38
1,State_1,Commercial,Commercial_Other,249625.0,1974.0,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,61.73842054,39
1,State_1,Commercial,Office_Uncategorized,313575.0,2002.0,90.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,61.8072715,40
1,State_1,Commercial,Office_Uncategorized,67789.0,1912.0,90.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,63.56134291,41
1,State_1,Commercial,Office_Uncategorized,384203.0,1905.0,100.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,68.26291489,42
1,State_1,Commercial,Office_Uncategorized,93567.0,1912.0,71.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,77.29228535,43
1,State_1,Commercial,Office_Uncategorized,124258.0,1907.0,70.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,78.95127929,44
1,State_1,Commercial,Office_Uncategorized,92392.0,1986.0,65.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,80.18327944,45
1,State_1,Commercial,Office_Uncategorized,195096.0,,77.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,81.60588218,46
1,State_1,Commercial,Education_College_or_university,73666.0,,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,82.09986376,47
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,325369.0,2002.0,83.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,82.28510667,48
1,State_1,Commercial,Office_Uncategorized,292929.0,1908.0,82.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,89.25002919,49
1,State_1,Commercial,Office_Uncategorized,117200.0,1920.0,57.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,89.33964518,50
1,State_1,Commercial,Office_Uncategorized,94000.0,1988.0,61.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,104.6907822,51
1,State_1,Commercial,Office_Uncategorized,110000.0,1987.0,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,110.0991758,52
1,State_1,Commercial,Office_Uncategorized,295114.0,1989.0,54.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,118.1124366,53
1,State_1,Commercial,Office_Uncategorized,118783.0,1923.0,6.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,132.96365600000001,54
1,State_1,Commercial,Industrial,66000.0,1948.0,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,136.9263657,55
1,State_1,Commercial,Office_Uncategorized,1011213.0,1920.0,70.0,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,142.47816830000005,56
1,State_1,Commercial,Laboratory,200280.0,,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,209.2121686,57
1,State_1,Commercial,Office_Medical_non_diagnostic,67600.0,1966.0,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,228.4,58
1,State_1,Commercial,Warehouse_Selfstorage,195000.0,1975.0,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,5.797727375,59
1,State_1,Commercial,Warehouse_Selfstorage,127900.0,1934.0,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,9.49821843,60
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,100850.0,1938.0,75.0,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,11.3,61
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,200000.0,1900.0,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,14.30634329,62
1,State_1,Commercial,Office_Uncategorized,90637.0,1983.0,98.0,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0.0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,18.2,63
